Application_Date,employer_name,employer_city,Processing_Office,employer_postal_code,total_workers,Decision_Date,soc_code,Visa_Status,wage_rate_of_pay_from,full_time_position,wage_unit_of_pay,prevailing_wage,pw_unit_of_pay,year,CAcase_submitted,Processing_Days,Processing_Months,Visa_Type
2016-09-26,WALMART ASSOCIATES INC,BENTONVILLE,Arkansas,72716,1,2016-10-02,15-1133,CERTIFIED,127000.0,Y,Year,122533.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,MINISTRY MEDICAL GROUP,WESTON,Wisconsin,54476,1,2016-10-02,29-1063,CERTIFIED,297997.0,Y,Year,187200.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GREENLEE TEXTRON INC,ROCKFORD,Illinois,61109,1,2016-10-02,3051-11-01 00:00:00,CERTIFIED,73142.0,Y,Year,67500.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BARRED OWL PRODUCTIONS LLC,JOHNS CREEK,Georgia,30097,1,2016-10-02,27-4021,CERTIFIED,30000.0,Y,Year,29349.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ALECTO HEALTHCARE SERVICES LLC,IRVINE,California,92618,1,2016-10-02,11-1011,CERTIFIED,250000.0,Y,Year,216154.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1199,CERTIFIED,81900.0,Y,Year,61610.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1199,CERTIFIED,96616.0,Y,Year,96616.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1199,CERTIFIED,96616.0,Y,Year,96616.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,INTEL CORPORATION,SANTA CLARA,California,95054,1,2016-10-02,17-2072,CERTIFIED,131955.0,Y,Year,131955.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,MCKESSON CORPORATION,SAN FRANCISCO,California,94104,1,2016-10-02,15-1121,CERTIFIED,105000.0,Y,Year,104936.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,IP NETWORK SOLUTIONS INC,HERNDON,Virginia,20171,1,2016-10-02,15-1133,CERTIFIED,96845.0,Y,Year,96845.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AMQ SOLUTIONS LLC,SANTA CLARA,California,95050,1,2016-10-02,15-2031,CERTIFIED,87360.0,Y,Year,74859.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UNITED HEALTHCARE SERVICES INC,MINNETONKA,Minnesota,55343,1,2016-10-02,15-2041.02,CERTIFIED,76378.0,Y,Year,76378.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1133,CERTIFIED,82000.0,Y,Year,74734.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1133,CERTIFIED,82000.0,Y,Year,57970.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,LAM RESEARCH CORPORATION,FREMONT,California,94538,1,2016-10-02,17-2131,CERTIFIED,125000.0,Y,Year,119881.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,JACO OIL COMPANY,BAKERSFIELD,California,93308,1,2016-10-02,15-1142,CERTIFIED,92331.2,Y,Hour,91915.1999999999,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,POST TRAUMATIC STRESS CENTER LLC,NEW HAVEN,Connecticut,6511,1,2016-10-02,21-1013,CERTIFIED,45000.0,Y,Year,36754.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SALESONE LLC,NORWALK,Connecticut,6855,1,2016-10-02,13-1161,CERTIFIED,41600.0,N,Hour,39520.0,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,ADROIX CORP,ALPHARETTA,Georgia,30022,1,2016-10-02,15-1121,CERTIFIED,68000.0,Y,Year,66560.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,THINK DEVELOPMENT SYSTEMS,NORCROSS,Georgia,30093,1,2016-10-02,15-1131,CERTIFIED,72000.0,Y,Year,71906.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SALESONE LLC,NORWALK,Connecticut,6855,1,2016-10-02,13-1161,CERTIFIED,41600.0,N,Hour,39520.0,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,WATCHCHILD LLC,PRINCETON,New Jersey,8540,1,2016-10-02,15-1121,CERTIFIED,80761.0,Y,Year,75608.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AMERICAN IT RESOURCE GROUP INC,SCHAUMBURG,Illinois,60173,1,2016-10-02,15-1132,CERTIFIED,65000.0,Y,Year,52166.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GOTENNA INC,BROOKLYN,New York,11201,1,2016-10-02,2021-11-01 00:00:00,CERTIFIED,114000.0,Y,Year,109242.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ADVANSYS INC,HERNDON,Virginia,20170,1,2016-10-02,15-1121,CERTIFIED,100000.0,Y,Year,83304.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,JPMORGAN CHASE ANDAMP; CO,CHICAGO,Illinois,60603,1,2016-10-02,15-1132,CERTIFIED,90000.0,Y,Year,77210.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ONUR ULGEN INC,DEARBORN,Michigan,48126,1,2016-10-02,15-1132,CERTIFIED,159328.0,Y,Year,130333.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UTBATTELLE LLC (OAK RIDGE NATIONAL LABORATORY),OAK RIDGE,Tennessee,37831,1,2016-10-02,19-2012,CERTIFIED,68544.0,Y,Year,54496.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GROUNDFLOOR FINANCE INC,ATLANTA,Georgia,30308,1,2016-10-02,3031-11-01 00:00:00,CERTIFIED,105000.0,Y,Year,81723.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,RAMP TECHNOLOGY GROUP LLC,REDMOND,Washington,98052,1,2016-10-02,15-1121,CERTIFIED,70000.0,Y,Year,64813.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SLATE PROPERTY GROUP LLC,NEW YORK,New York,10016,1,2016-10-02,13-2051,CERTIFIED,90000.0,Y,Year,65749.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GOLDEN SPECIALTY INC,FRIENDSWOOD,Texas,77546,1,2016-10-02,17-2199,CERTIFIED,80000.0,Y,Year,65416.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,THINK DEVELOPMENT SYSTEMS,NORCROSS,Georgia,30093,1,2016-10-02,15-1131,CERTIFIED,74800.0,Y,Year,74797.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NEUROLEADERSHIP INSTITUTE INC,NEW YORK,New York,10016,1,2016-10-02,11-1011,CERTIFIED,300000.0,Y,Year,196747.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AXTRIA INC,BERKELEY HEIGHTS,New Jersey,7922,1,2016-10-02,15-1199,CERTIFIED,74381.0,Y,Year,74381.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FEDERAL HOME LOAN BANK OF SAN FRANCISCO,SAN FRANCISCO,California,94108,1,2016-10-02,15-1132,CERTIFIED,140000.0,Y,Year,136573.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,VCA INC,TUSTIN,California,92780,1,2016-10-02,29-1131,CERTIFIED,160000.0,Y,Year,73611.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HITACHI CONSULTING CORPORATION,DALLAS,Texas,75254,1,2016-10-02,15-1121,CERTIFIED,106500.0,Y,Year,78957.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NEW YORK,New York,10016,1,2016-10-02,9121-11-01 00:00:00,CERTIFIED,115000.0,Y,Year,96824.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ORACLE AMERICA INC,REDWOOD SHORES,California,94065,1,2016-10-02,3021-11-01 00:00:00,CERTIFIED,155258.0,Y,Year,155258.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ARCHROCK SERVICES LP,HOUSTON,Texas,77060,1,2016-10-02,15-1121,CERTIFIED,115000.0,Y,Year,102731.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ARCHROCK SERVICES LP,HOUSTON,Texas,77060,1,2016-10-02,15-1121,CERTIFIED,115000.0,Y,Year,102731.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PAREXEL INTERNATIONAL,WALTHAM,Massachusetts,2451,1,2016-10-02,15-2041,CERTIFIED,90563.0,Y,Year,82950.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,EVERYDAY HEALTH MEDIA LLC,NEW YORK,New York,10014,1,2016-10-02,15-1132,CERTIFIED,90148.0,Y,Year,70221.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GLOBAL INFORMATION TECHNOLOGY INC,SOUTH PLAINFIELD,New Jersey,7080,1,2016-10-02,15-1131,CERTIFIED,60000.0,Y,Year,49878.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ZUSYS INC,FRISCO,Texas,75034,1,2016-10-02,15-1121,CERTIFIED,63000.0,Y,Year,61776.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,REMEDY BPCI PARTNERS LLC,DARIEN,Connecticut,6820,1,2016-10-02,15-1132,CERTIFIED,105000.0,Y,Year,90813.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CLINTON GROUP INC,NEW YORK,New York,10022,1,2016-10-02,13-2051,CERTIFIED,180000.0,Y,Year,154003.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GOLDMAN SACHS AND CO,JERSEY CITY,New Jersey,7302,1,2016-10-02,13-2051,CERTIFIED,65000.0,Y,Year,54538.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,MINDTREE LIMITED,WARREN,New Jersey,7059,20,2016-10-02,15-1131,CERTIFIED,60000.0,Y,Year,58282.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,RETAIL SERVICES AND SYSTEMS INC (DBA TOTAL WINE,BETHESDA,Maryland,20817,1,2016-10-02,15-1199,CERTIFIED,95514.0,Y,Year,95514.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,MEDIABRANDS WORLDWIDE INC,NEW YORK,New York,10001,1,2016-10-02,2021-11-01 00:00:00,CERTIFIED,150000.0,Y,Year,147243.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PRICEWATERHOUSECOOPERS LLP,TAMPA,Florida,33607,1,2016-10-02,13-2011,CERTIFIED,80000.0,Y,Year,57574.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,TAMPA,Florida,33607,1,2016-10-02,15-1121,CERTIFIED,152000.0,Y,Year,94682.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HCL AMERICA INC,SUNNYVALE,California,94085,1,2016-10-02,15-1199,CERTIFIED,74818.0,Y,Year,74818.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HITACHI CONSULTING CORPORATION,DALLAS,Texas,75254,1,2016-10-02,15-1121,CERTIFIED,63398.0,Y,Year,63398.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,EXILANT TECHNOLOGIES PRIVATE LIMITED,CUPERTINO,California,95014,1,2016-10-02,15-1121,CERTIFIED,96650.0,Y,Year,94619.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SP RICHARDS CO,SMYRNA,Georgia,30082,1,2016-10-02,15-1132,CERTIFIED,85000.0,Y,Year,76898.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NEO PRISM SOLUTIONS LLC,SCHAUMBURG,Illinois,60173,1,2016-10-02,15-1199,CERTIFIED,67000.0,Y,Year,57762.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,LEAD IT CORPORATION,SPRINGFIELD,Illinois,62704,1,2016-10-02,15-1132,CERTIFIED,75900.0,Y,Year,50939.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,KOGENTIX INC,SCHAUMBURG,Illinois,60173,1,2016-10-02,15-1199,CERTIFIED,90000.0,Y,Year,74173.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SYSTIME COMPUTER CORPORATION,EDISON,New Jersey,8837,1,2016-10-02,15-1131,CERTIFIED,83620.0,Y,Year,69493.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAVALIER IT INC,JERSEY CITY,New Jersey,7302,1,2016-10-02,15-1131,CERTIFIED,72000.0,Y,Year,70283.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1199,CERTIFIED,87000.0,Y,Year,60798.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1121,CERTIFIED,77600.0,Y,Year,77563.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1199,CERTIFIED,69100.0,Y,Year,69056.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1152,CERTIFIED,60000.0,Y,Year,50190.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1199,CERTIFIED,61700.0,Y,Year,61610.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HCL AMERICA INC,SUNNYVALE,California,94085,1,2016-10-02,15-1199,CERTIFIED,95306.0,Y,Year,95306.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,INFOSYS PUBLIC SERVICES INC,PLANO,Texas,75024,1,2016-10-02,15-1199,CERTIFIED,113048.0,Y,Year,113048.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NEO PRISM SOLUTIONS LLC,SCHAUMBURG,Illinois,60173,1,2016-10-02,15-1132,CERTIFIED,71323.0,Y,Year,52166.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,COLLABORATE SOLUTIONS INC,SHREWSBURY,Massachusetts,1545,1,2016-10-02,15-1132,CERTIFIED,72862.0,Y,Year,66269.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1131,CERTIFIED,97800.0,Y,Year,97718.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SRI ANAGHA INC,IRVING,Texas,75039,1,2016-10-02,15-1132,CERTIFIED,65000.0,Y,Year,62213.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,COLLABORATE SOLUTIONS INC,SHREWSBURY,Massachusetts,1545,1,2016-10-02,15-1132,CERTIFIED,71718.0,Y,Year,66269.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AVCO CONSULTING INC,WORCESTER,Massachusetts,1608,1,2016-10-02,15-1132,CERTIFIED,66269.0,Y,Year,66269.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FTI LLC,ANNAPOLIS,Maryland,21401,1,2016-10-02,27-1024,CERTIFIED,38917.0,Y,Year,38917.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ERICSSON INC,PLANO,Texas,75024,1,2016-10-02,13-1111,CERTIFIED,111113.0,Y,Year,73674.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC,BEREA,Kentucky,40403,1,2016-10-02,17-2112,CERTIFIED,74422.0,Y,Year,74422.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,OTM LABS INC,COLUMBIA,Maryland,21044,1,2016-10-02,15-1131,CERTIFIED,112000.0,Y,Year,88712.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CITIGROUP TECHNOLOGY INC,NEW YORK,New York,10005,1,2016-10-02,15-1122,CERTIFIED,115000.0,Y,Year,59779.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NORTH POINT IT CORP,SOUTHLAKE,Texas,76092,1,2016-10-02,15-1121,CERTIFIED,70000.0,Y,Year,52187.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,TAMPA,Florida,33607,1,2016-10-02,15-1121,CERTIFIED,174000.0,Y,Year,134971.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GLOBALGATE IT SOLUTIONS LLC,CHANTILLY,Virginia,20151,1,2016-10-02,15-1131,CERTIFIED,108000.0,Y,Year,98550.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PAYPAL INC,SAN JOSE,California,95131,1,2016-10-02,15-1132,CERTIFIED,134351.78,Y,Year,108514.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TWO SIGMA INVESTMENTS LP,NEW YORK,New York,10013,1,2016-10-02,13-2051,CERTIFIED,140000.0,Y,Year,124592.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TATA CONSULTANCY SERVICES LIMITED,ROCKVILLE,Maryland,20850,1,2016-10-02,15-1131,CERTIFIED,84053.0,Y,Year,84053.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ABBVIE INC,NORTH CHICAGO,Illinois,60064,1,2016-10-02,3121-11-01 00:00:00,CERTIFIED,354900.0,Y,Year,119683.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UST GLOBAL INC,ALISO VIEJO,California,92656,1,2016-10-02,15-1121,CERTIFIED,58710.0,Y,Year,54392.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HIRACLE INC,IRVING,Texas,75039,1,2016-10-02,15-1131,CERTIFIED,46301.0,Y,Year,46301.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HEWLETT PACKARD ENTERPRISE COMPANY,PLANO,Texas,75024,10,2016-10-02,15-1133,CERTIFIED,131976.0,Y,Year,131976.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,INOVANT LLC,FOSTER CITY,California,94404,1,2016-10-02,15-1199,CERTIFIED,114951.0,Y,Year,114951.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HEWLETT PACKARD ENTERPRISE COMPANY,PLANO,Texas,75024,10,2016-10-02,15-1121,CERTIFIED,120036.0,Y,Year,120036.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TEMPLE UNIVERSITYA COMMONWEALTH UNIVERSITY,PHILADELPHIA,Pennsylvania,19122,1,2016-10-02,25-1032,CERTIFIED,87000.0,Y,Year,46725.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1199,CERTIFIED,69056.0,Y,Year,69056.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1121,CERTIFIED,78603.0,Y,Year,78603.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1121,CERTIFIED,131100.0,Y,Year,115773.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1199,CERTIFIED,75525.0,Y,Year,75525.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ACCENTURE LLP,CHICAGO,Illinois,60601,1,2016-10-02,15-1121,CERTIFIED,78603.0,Y,Year,78603.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HEXACORP LLC,SOMERSET,New Jersey,8873,1,2016-10-02,15-1131,CERTIFIED,46000.0,Y,Year,45136.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,J JILL LLC,QUINCY,Massachusetts,2169,1,2016-10-02,15-1199,CERTIFIED,95000.0,Y,Year,92518.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1132,CERTIFIED,93163.0,Y,Year,93163.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ITECH US INC,SOUTH BURLINGTON,Vermont,5403,1,2016-10-02,15-1132,CERTIFIED,100500.0,Y,Year,95805.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NEW JERSEY INSTITUTE OF TECHNOLOGY,NEWARK,New Jersey,7102,1,2016-10-02,9033-11-01 00:00:00,CERTIFIED,70000.0,Y,Year,59562.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ORION SYSTEMS INTEGRATORS LLC,MONMOUTH JUNCTION,New Jersey,8852,1,2016-10-02,15-1132,CERTIFIED,91000.0,Y,Year,77085.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,US STEEL TUBULAR PRODUCTS INC,PITTSBURGH,Pennsylvania,15219,1,2016-10-02,17-2141,CERTIFIED,125580.0,Y,Year,112570.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PCTEL INC,BLOOMINGDALE,Illinois,60108,1,2016-10-02,17-2072,CERTIFIED,75500.0,Y,Year,75442.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CAPGEMINI AMERICA INC,CHICAGO,Illinois,60606,3,2016-10-02,15-1199,CERTIFIED,61700.0,Y,Year,61610.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UST GLOBAL INC,ALISO VIEJO,California,92656,1,2016-10-02,15-1121,CERTIFIED,61402.0,Y,Year,57637.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,OLD DOMINION UNIVERSITY,NORFOLK,Virginia,23529,1,2016-10-02,25-1022,CERTIFIED,75000.0,Y,Year,33860.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,JPMORGAN CHASE AND CO,CHICAGO,Illinois,60603,1,2016-10-02,15-1132,CERTIFIED,110000.0,Y,Year,100547.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CLARITY SOLUTION GROUP LLC,CHICAGO,Illinois,60606,1,2016-10-02,15-1199,CERTIFIED,150000.0,Y,Year,106995.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HEXACORP LLC,SOMERSET,New Jersey,8873,1,2016-10-02,15-1131,CERTIFIED,88000.0,Y,Year,87318.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AOL INC,DULLES,Virginia,20166,1,2016-10-02,15-1132,CERTIFIED,70221.0,Y,Year,70221.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,THE SHERWINWILLIAMS COMPANY,CLEVELAND,Ohio,44115,1,2016-10-02,15-1132,CERTIFIED,93000.0,Y,Year,82784.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SALESFORCECOM INC,SAN FRANCISCO,California,94105,1,2016-10-02,15-2041,CERTIFIED,138507.0,Y,Year,138507.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PERIGONSOFT LLC,COLUMBIA,Maryland,21044,1,2016-10-02,15-1131,CERTIFIED,78000.0,Y,Year,77667.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PINTEREST INC,SAN FRANCISCO,California,94103,1,2016-10-02,2011-11-01 00:00:00,CERTIFIED,53800.0,Y,Year,39666.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GLOBUS IT INCORPORATED,IRVING,Texas,75038,1,2016-10-02,15-1121,CERTIFIED,84000.0,Y,Year,78957.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CERNER CORPORATION,NORTH KANSAS CITY,Missouri,64117,1,2016-10-02,15-1132,CERTIFIED,70100.0,Y,Year,68515.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ROSE INTERNATIONAL INC,CHESTERFIELD,Missouri,63017,1,2016-10-02,13-1071,CERTIFIED,52000.0,Y,Hour,48089.6,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,THE DRESSBARN INC,MAHWAH,New Jersey,7430,1,2016-10-02,3031-11-01 00:00:00,CERTIFIED,113600.0,Y,Year,113600.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TECHNOCOMP INC,SOMERSET,New Jersey,8873,1,2016-10-02,15-1132,CERTIFIED,99000.0,Y,Year,90750.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1121,CERTIFIED,104000.0,Y,Year,77771.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ROHR INC D/B/A UTC AEROSPACE SYSTEMS,CHULA VISTA,California,91910,1,2016-10-02,17-2141,CERTIFIED,103958.0,Y,Year,103958.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AMAZONCOMDEDC LLC,SEATTLE,Washington,98121,1,2016-10-02,17-2112,CERTIFIED,80000.0,Y,Year,78832.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SUNMERGE SYSTEMS INC,PISCATAWAY,New Jersey,8854,1,2016-10-02,15-1141,CERTIFIED,84000.0,Y,Year,73819.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1132,CERTIFIED,87838.0,Y,Year,87838.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GENERAL INFORMATION SERVICES INC,CHAPIN,South Carolina,29036,1,2016-10-02,15-1132,CERTIFIED,95000.0,Y,Year,93558.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1132,CERTIFIED,75000.0,Y,Year,69098.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1132,CERTIFIED,75000.0,Y,Year,74402.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TECH MAHINDRA (AMERICAS) INC,PLANO,Texas,75093,1,2016-10-02,15-1199,CERTIFIED,79498.0,Y,Year,79498.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1132,CERTIFIED,75000.0,Y,Year,71843.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BMO CAPITAL MARKETS CORP,NEW YORK,New York,10036,1,2016-10-02,13-2051,CERTIFIED,110000.0,Y,Year,80662.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,LARSEN AND TOUBRO INFOTECH LIMITED,EDISON,New Jersey,8817,1,2016-10-02,15-1121,CERTIFIED,98000.0,Y,Year,85197.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,RELIABLE SOFTWARE RESOURCES INC,NORTHVILLE,Michigan,48167,1,2016-10-02,15-1121,CERTIFIED,64000.0,Y,Year,63398.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PEGASYS SYSTEMS AND TECHNOLOGIES INC,NORTHVILLE,Michigan,48167,1,2016-10-02,15-1121,CERTIFIED,83304.0,Y,Year,83304.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,VARIQ CORPORATION,WASHINGTON,District of Columbia,20005,1,2016-10-02,15-1142,CERTIFIED,147000.0,Y,Year,80059.0,Year,2017,2016-09-26,6,0,H1B
2016-11-09,EXIGER LLC,NEW YORK,New York,10036,1,2016-11-16,13-1111,CERTIFIED,85000.0,Y,Year,84198.0,Year,2017,2016-11-09,7,0,H1B
